"","LR-Enet","SVM","RF","XGB"
"1",1.24576971734497,1.22695400533336,1.23372986946784,1.40558155378898
"2",0.95622220578023,0.931538179447395,0.943587903506077,1.02371069678469
"3",1.08958804371125,1.05683036347152,1.10674033280565,1.1645083427087
"4",1.14445066014019,1.13899252853141,1.1408284101985,1.20964943004894
"5",0.912652633272764,0.875566957825525,0.876623513650554,0.979628041884385
"6",1.10397957312478,1.09616190658334,1.10585276930922,1.21589377122788
"7",1.27035452394498,1.25648595720506,1.25581029171688,1.37788837469776
"8",1.32562575742054,1.27106395438903,1.32160606171315,1.3758698132615
"9",0.897235743822009,0.869200378845908,0.889656327640727,0.936264810643229
"10",1.1435697989326,1.13503859127816,1.12899459711169,1.18186233248291
"11",1.17882345246536,1.150108996927,1.16001878667777,1.24261084019376
"12",0.972644876902638,0.93827511159412,0.959579768778651,1.00452388525508
"13",1.29490045079337,1.28537759066188,1.27992785353476,1.38143980299136
"14",1.16496618875337,1.12531702170831,1.14629389576929,1.17563314812342
"15",1.25532062155139,1.21442247717298,1.25721042330882,1.32630181340366
"16",1.22208622951803,1.18631976271412,1.2092640302706,1.31655959425098
"17",1.04091024330838,1.00249404379747,0.999623997420627,1.10983723429702
"18",0.94011139193809,0.897370322179027,0.937213351955036,0.975504557260431
"19",0.945353305460213,0.912133668634842,0.936473822512722,1.00410117543453
"20",1.21413509362504,1.22485373641418,1.18201450536434,1.25673090730534
"21",1.28797004161196,1.2851746411054,1.28829942061593,1.33309093659585
"22",1.01545745609956,0.997768035376319,1.00926998493962,1.06028590567123
"23",1.13426525827889,1.09978460584371,1.12934061927667,1.20534057653955
"24",1.20370336254708,1.15015464466388,1.16157752299673,1.20270980734819
"25",1.18415243825042,1.13482831353557,1.17568089223136,1.30043495604785
"26",1.4299821288727,1.42535012487855,1.41549057352708,1.55240332335928
"27",1.21516786457266,1.17280585890065,1.17253689631979,1.26771226629214
"28",0.923170918129906,0.905399945321976,0.893957459623652,0.951620541282111
"29",0.892137913152322,0.850268825323129,0.887445953151472,1.0566389063853
"30",1.11882251611425,1.08215262821301,1.11453354538077,1.09929783458517
"31",1.01402507420434,0.977974533417802,1.00606287260809,1.02365927323444
"32",1.29029044823786,1.25284357223464,1.28505494463633,1.37109460486163
"33",1.12588099978141,1.11713010847895,1.1387457296479,1.18958519417494
"34",0.996058102051523,0.950191427876403,0.970342691846623,1.0600055654851
"35",1.00555077761714,0.999889702824776,1.01803147675448,1.11791135991425
"36",0.901070952682028,0.87054564261095,0.910427394219491,0.933484780379914
"37",0.999375913303459,0.93543725973478,0.968623277170667,1.06130072115197
"38",0.953424860740486,0.891299296739927,0.9162726788228,1.01732806561636
"39",1.09246074567157,1.06993440672582,1.07317004258396,1.21740565766374
"40",0.976448353646104,0.971303583505428,0.963840263135967,1.04709215031723
"41",1.18791129411846,1.12369039344158,1.1594603429992,1.23222603060003
"42",0.938540601665251,0.916235538411121,0.932071213331623,1.09608359258451
"43",1.26328697351565,1.2076511913435,1.23928564728465,1.34966730366077
"44",0.977683703491296,0.94831430984596,0.96503130223986,1.05857808751483
"45",1.07347578977057,1.03138108484426,1.05868532591078,1.14687899263806
"46",1.23960179997499,1.22073318091487,1.24535101387803,1.33218521225953
"47",1.19930149775389,1.11636518800812,1.14193983649215,1.2163780420522
"48",0.930073243366393,0.908830192234387,0.942404627282293,1.0419252673594
"49",1.3825383210892,1.32473548120732,1.34351316057825,1.43731045570164
"50",1.22920437970212,1.17501808946579,1.23335147713045,1.30735100735265
