"","LR-Enet","SVM","RF","XGB"
"1",0.172726656359864,0.170070005897994,0.221592319260948,0.225203466563908
"2",0.377992202135728,0.426125697813568,0.371973190973347,0.316338659107611
"3",0.212338365006452,0.219950653254647,0.277373278935725,0.231505854368685
"4",0.197541476644122,0.195669420546769,0.224687279370119,0.196338571718732
"5",0.340453729926547,0.382949568115679,0.374823682414906,0.329106756368162
"6",0.16470011285938,0.170212933424058,0.184392476393197,0.184083499583866
"7",0.147654869984164,0.149346269844598,0.177983653989165,0.15844834632837
"8",0.157166733803006,0.158166247545849,0.187197179314486,0.290174122719872
"9",0.37818926690046,0.36724065521723,0.402701668226443,0.353143789097756
"10",0.168535091137696,0.168109380767129,0.214050333369106,0.307325873420426
"11",0.178066824854628,0.187774930818349,0.226751204641392,0.253069967679997
"12",0.365429044323897,0.413812515892592,0.367891070795111,0.366177081429696
"13",0.138167413059903,0.137644002334997,0.175586450466685,0.209295194899558
"14",0.174308358121718,0.16891283630932,0.199837800984362,0.33610589655167
"15",0.139733876792913,0.13694633579276,0.16616558550364,0.244315222830775
"16",0.17404492351927,0.182802864036499,0.218606301849011,0.18470280331057
"17",0.311469497936903,0.352712791494923,0.355035872431315,0.292676617666401
"18",0.336052073884845,0.373956272538718,0.382012279729331,0.327246244561118
"19",0.382354636444103,0.418837396905116,0.435886538093485,0.37879275656035
"20",0.205091163667074,0.185754701878326,0.256362239060773,0.26217383287819
"21",0.144217142010721,0.143175103545528,0.193273313684962,0.32430447320253
"22",0.348238020878899,0.375290401524304,0.364530844704002,0.325300428193053
"23",0.150588635990993,0.158358876720579,0.16998236914087,0.152025213713686
"24",0.195617794303837,0.210821526697093,0.243346023355078,0.293097311683405
"25",0.195668944649179,0.223549781094905,0.257159460256916,0.236896496862125
"26",0.168176342871956,0.166515041613202,0.203793396875904,0.310618974556767
"27",0.188377849106894,0.186810593121556,0.227922357190744,0.287915323072838
"28",0.347843614373975,0.366006463887016,0.404896138414324,0.3631648097979
"29",0.342092468898967,0.386846985502762,0.369578376747443,0.192004087014994
"30",0.173839655694843,0.16650896664987,0.185871260552349,0.194536463509724
"31",0.363363447718883,0.403303209748691,0.382401335258557,0.349936440768646
"32",0.158405533189731,0.179791764564657,0.206093776226867,0.307909569746359
"33",0.168106290820648,0.166034017973274,0.178356803456785,0.318884428685217
"34",0.348245586998951,0.376730157538941,0.371456366497731,0.308910100649083
"35",0.35272257576699,0.36209648529366,0.361851900593646,0.305459912964844
"36",0.391091425146142,0.412849535107987,0.401968949220216,0.394125248710505
"37",0.316485697894359,0.369353813897624,0.316845255909294,0.275156717959996
"38",0.328097570272526,0.361063081331424,0.367639324326374,0.303120517499614
"39",0.361031216092836,0.373214475733917,0.366566616383541,0.287279372518273
"40",0.35791148452888,0.346920632718993,0.383667864688093,0.356935566191364
"41",0.17194247980415,0.213144971237302,0.185949735612448,0.402091516524255
"42",0.368653211735263,0.398119770681749,0.36347622711852,0.242650259893299
"43",0.159743688047177,0.153910655036634,0.22943288707928,0.282258492903756
"44",0.395190601652816,0.394438129732532,0.408585193051557,0.350093743089473
"45",0.143603813454905,0.134059699661102,0.158880659519526,0.283688905297346
"46",0.173188584812511,0.161464821687435,0.20232936323049,0.397319089046862
"47",0.158121376142692,0.176135232203367,0.191687657944756,0.17354480895251
"48",0.419646790606718,0.446920054098867,0.428374037567071,0.310905313277271
"49",0.164291864311696,0.191768142669479,0.230053637816784,0.397074086938168
"50",0.180170778949359,0.199961518235496,0.249509190443048,0.258214995984978
