"","LR-Enet","SVM","RF","XGB"
"1",15.1892356134656,14.2911009336416,8.46506692506459,6.85758453191713
"2",14.4182576700582,13.8022042478464,8.53274566666666,8.69165757751465
"3",14.9826677556091,14.2006446870486,9.22872613333333,7.79755326461792
"4",14.8554933400643,14.4078412201762,10.1866756887052,8.92521918115537
"5",17.4206765632175,16.8061997628272,10.7663200126263,11.1183647386955
"6",14.639229187282,14.2162381823746,9.76317051820727,11.2000108646745
"7",15.3080256397285,15.0140910763071,10.2201897696477,9.30825298200778
"8",14.2146460309936,14.3546024774745,9.45615038759688,10.1530577748321
"9",15.2616857648688,14.8379813735902,9.29473139534882,10.2137390439825
"10",13.5288666251725,12.9574580966638,8.89648449612403,10.8544841847678
"11",13.8952262689796,12.8324675848252,8.53718150406504,5.69576616209697
"12",15.2745459165485,14.6771661211566,9.56518320209974,6.86204309538593
"13",13.1647240443208,12.8243340160315,9.1720528215223,10.0010717196727
"14",14.2881680313866,13.9297009931351,8.92794292328041,10.3035890639774
"15",14.2664879886169,13.7365492950696,9.59999248120301,8.18640404177788
"16",12.9654355603042,12.7073868085769,10.1014653846154,7.97831342036907
"17",15.3124435844748,14.6661210627246,9.24545528455284,10.9756864726059
"18",14.7217738303206,14.1032956759932,8.80235975452194,8.56441476918006
"19",14.7979714625634,14.2874701223315,10.016733953168,8.3520296151973
"20",13.6844913785842,13.428627745297,9.70803917910448,6.83995736001143
"21",15.8961295983111,15.5928330780709,9.56963575870647,8.88323872836668
"22",14.447768484542,14.0989478672184,8.35803019125684,6.83889145929305
"23",15.3963082869893,14.7806314931841,9.55441024590163,10.0412260196248
"24",14.6300983852402,14.9217874869036,9.35328678385415,10.3562277033925
"25",14.9775461104551,14.5212962681739,9.78493130434781,9.08574873882791
"26",14.0870712925733,13.3219552619918,8.19090949612402,8.44008530757224
"27",13.8271292403458,13.4259087630941,8.91555691056911,8.70765357579642
"28",13.9141699424963,13.4676406190145,9.06587183195592,7.55785127513665
"29",15.5285841726293,14.6423296302874,10.7253961333333,12.0641011562347
"30",13.413689913344,13.8866903977251,9.138927734375,7.79723423719406
"31",14.4604578841703,14.2554545726401,9.33901893939394,7.96656419291641
"32",13.2768699190659,13.1174732041939,8.23525150273224,9.13347084795842
"33",14.1838095172547,14.3691530883941,9.97205189950981,10.0505599309416
"34",15.6149278751137,15.1666651826299,8.32477034722222,7.54595235586166
"35",15.6869515166923,13.950558400993,10.5436530054645,9.46724152955853
"36",15.0292123105548,12.5813318399212,10.5243062330623,11.2877235179994
"37",13.8252796293603,13.1590726610497,9.62664688295165,10.3575600303766
"38",16.6423035574276,16.1964552277252,10.9167798076923,10.7839615821838
"39",13.7791802363051,13.061845315358,9.00654539141414,8.19545881675951
"40",15.1958842079975,15.3171219296708,9.0415974609375,10.6249711643904
"41",15.7499207536619,15.0895824977461,9.94954605597963,10.4142622729294
"42",17.0441999598392,16.4568384918568,9.65384589843749,10.8736423626542
"43",13.5796628452132,13.5862394137402,7.849231300813,8.07431845936349
"44",14.4916792272112,13.9428155616164,10.2899214975845,9.51018001722253
"45",14.9382539206859,13.9646274155219,11.2008414634146,9.54192875652778
"46",14.2679744449407,13.946676310342,10.030412,10.0472585601807
"47",16.0070788659839,15.6564364548825,9.42482797619046,7.04744860104152
"48",14.0861892419737,14.3282330300341,9.86568721804511,9.40681999249566
"49",15.9929083334549,16.0229333218689,9.38651902777776,8.35282354652882
"50",15.4948440977363,14.2997914339279,9.03332933884296,8.64988446826777
