"","Age-Linear","Age-Generalized","Video","All"
"1",1.21922092575329,1.16945724602654,1.35750137941344,1.11788435299832
"2",1.28822116467414,1.27118218574671,1.38032253699225,1.14864264743922
"3",1.19441775728921,1.16140832390811,1.4708283936759,1.19685317275095
"4",1.29439097989939,1.25287326111004,1.44777533857021,1.21621519163822
"5",1.27135357283202,1.23092300649819,1.42017988676404,1.14804897700241
"6",1.27632709833299,1.2442385457936,1.5443332974258,1.32728044173577
"7",1.28926031289774,1.27891705398842,1.43209431331564,1.33208810547854
"8",1.18141539120322,1.16200772208043,1.30665480745913,1.17427235295631
"9",1.24092504305054,1.20694376241283,1.52142316198308,1.2868696954985
"10",1.40049801171807,1.37575761409563,1.33369813027177,1.25118144677255
"11",1.48398617031499,1.46551703676969,1.39767179106289,1.2938928518833
"12",1.17265986858387,1.19066300293505,1.32117828190437,1.15686593949122
"13",1.32151185913559,1.33492955524188,1.36773672965484,1.20651213935264
"14",1.32349333140064,1.29085398763994,1.27867923887495,1.14662392382363
"15",1.19728656263088,1.16924204199035,1.41371781462353,1.09080582696083
"16",1.07631552824411,1.03166988396701,1.20489852302703,1.00230919179335
"17",1.40722795065611,1.36780856443739,1.42351455481393,1.28113418178749
"18",1.22606532780341,1.23757581076374,1.28113270740357,1.093364547544
"19",1.27352683454647,1.23537774282684,1.32825382757318,1.1715144260861
"20",1.43108866936983,1.4251546244185,1.45539314151904,1.34391529603477
"21",1.40424157045191,1.36487993578247,1.53770050116697,1.33749176584065
"22",1.3520332930551,1.3310906415236,1.40034566908776,1.23920884497327
"23",1.30778057650429,1.29177280056598,1.26390059991892,1.0619092774491
"24",1.18080737168597,1.15302311511766,1.43559342467254,1.18577222118202
"25",1.05685780879057,1.06116525950951,1.19669419253432,0.978112556824274
"26",1.17427320453777,1.15602424194148,1.26142967849628,1.0204969202449
"27",1.23673114171868,1.20876085310361,1.35531642683633,1.1158126438199
"28",1.32409383237671,1.29573616146596,1.5088037396798,1.25308843006263
"29",1.30257098369992,1.34874094001772,1.32567157860622,1.21629165590123
"30",1.23395524466,1.20322903591993,1.41196319916449,1.26609730085118
"31",1.22717097278682,1.2154958298387,1.33222849369585,1.12800004315864
"32",1.17096736619449,1.12392864139661,1.33787348635958,1.18223336663385
"33",1.24569164236354,1.26473750824565,1.40005896379771,1.11677302972044
"34",1.11050651371632,1.1210420208082,1.07229942651052,1.04232241435341
"35",1.35165494228901,1.37914922048435,1.49586167394462,1.26275613948951
"36",1.42150293987444,1.39845249804461,1.52531087251933,1.35482949742969
"37",1.11173121850328,1.11196670692903,1.19072705441789,1.06758296587648
"38",1.04891256817906,1.03288359948157,1.26831019991046,1.03426995110436
"39",1.15196989277264,1.12638312291885,1.28917586759019,1.12767920177229
"40",1.41334576304926,1.3650507841556,1.52717580617305,1.32899903558695
"41",1.24201013126938,1.21171288184126,1.31296739121702,1.15916184852938
"42",1.17870913990451,1.15503365575633,1.26251694695377,1.08099023042794
"43",1.22432602512933,1.2060088345614,1.31701612360226,1.09991048866391
"44",1.24599249628618,1.25038520746063,1.3156270049147,1.13934360739396
"45",1.23683340648781,1.20245868874991,1.29557975095239,1.14657739868871
"46",1.38389762852615,1.34067644971555,1.62128837718935,1.3617345898073
"47",1.28181484546845,1.26891805705028,1.39529304583315,1.24357894331621
"48",1.07117758722147,1.05308855259633,1.26921387799868,1.00531882013875
"49",1.54790486172446,1.52559318184773,1.44933540460829,1.37023368773765
"50",1.38679589672865,1.36735109122598,1.58374560520135,1.43080970477145
