ElasticNet,SVM
-1.1753935629822285,-1.197544394323274
-1.0799764495200235,-1.1071989802794244
-1.0551245083021488,-0.9869259459266259
-0.9599319309038991,-0.9402156456256066
-1.003938291467386,-1.103865798805056
