"","LR-Enet","SVM","RF","XGB"
"1",12.8264029275833,12.4088689818357,9.73476612903225,11.5371882915497
"2",15.4888738334389,15.3871983764815,9.90793776881721,12.1297822873439
"3",15.1235223131972,14.5657431552067,10.7380574929972,10.5395517990369
"4",12.9657418249817,12.5838267114434,8.60241588319088,7.81154357877552
"5",14.085384483664,13.2666162076841,8.43246752873563,9.44116358921446
"6",14.5507978928043,14.5402128776206,9.92170597222221,9.43516759077708
"7",14.1069508463392,13.546010171874,10.221587815126,11.4588512452711
"8",15.3046969827036,14.6166851760746,10.3476906586022,10.1413713885892
"9",14.7344165609958,13.7425405124572,9.6368356442577,8.63600847100009
"10",12.7155389360768,11.7319967258286,7.96124620596206,8.33024511007759
"11",15.1462733464003,14.4892026974798,9.24297906824146,11.7124285585298
"12",13.5778406448908,13.1207978620104,10.0483455284553,8.56243861206179
"13",14.358682456114,12.9566874485049,10.8087954545455,8.20976786179976
"14",13.2519421510164,12.6605477646516,9.33617086894586,9.72701273209009
"15",13.9711924359824,13.6660014264297,8.732548125,10.6488694787025
"16",13.8516995100184,13.4946850056814,8.75037872628726,7.3370148340861
"17",15.1093107277256,14.7017793811269,10.0825869971264,12.0277853916431
"18",12.8964617309907,12.3716634631417,9.16918376068376,8.50526935218746
"19",15.0478046776443,13.8809264979071,10.3813464566929,12.0926415000375
"20",12.7385239975251,12.1363214105923,9.73723893333333,10.4127225265503
"21",15.7705720582758,15.6325534534641,11.9238025793651,13.948730926665
"22",15.6417195679404,15.7884716517723,10.198357473545,11.5802072873191
"23",14.3174286779083,13.784708028065,9.91424349593495,8.73880184375174
"24",15.1110912118826,14.0633199192477,10.3153067226891,7.9180990307271
"25",14.5944994822016,13.5961440012138,10.1570816256831,9.10597275515072
"26",13.5826716543174,13.1425615036892,8.69904453551912,10.8594165786368
"27",15.7127198792791,14.6546045723637,10.0107255509642,8.05088882603921
"28",14.7368825766339,13.6301503535208,11.0347784722222,11.3288412809372
"29",13.2502237735556,12.3491316982217,9.6716512605042,11.0980361810251
"30",14.9957097714011,14.3834880976639,9.22983796296295,5.80515923459306
"31",13.3321079182659,13.4662956104585,8.70979914529915,9.84099330453791
"32",13.8765980849637,13.5365213066112,8.93071074380165,11.0469306677826
"33",13.6955100249346,13.2754288557187,9.55232661064423,8.85992932519993
"34",15.6101988476492,15.4876138908581,9.79866618852459,11.6838507964963
"35",14.8247109411509,15.2522586648541,11.1536043478261,11.91414830581
"36",14.7081431884807,13.8496357640714,11.0356117607527,11.0848728908646
"37",14.7311207776904,13.7999898093188,9.04801869158878,8.05392702940468
"38",14.6357835109764,14.1084580511194,10.5071155797102,8.25627772289774
"39",13.2135394299936,13.1123545266141,9.28341767241378,10.0983211089825
"40",14.6584179550685,14.6092526621053,9.02111990358126,8.19213415571481
"41",14.3847429956566,13.5074286455053,11.1317467948718,8.34672076151921
"42",13.5378227464235,13.5303215448693,10.2141808943089,8.85373738141564
"43",13.0149237304946,13.0061565286006,9.97897207711443,10.359303289385
"44",14.3835979159291,14.5510108292518,10.5083461538462,7.55033475109655
"45",13.5626422961567,12.6120521476608,10.5349380165289,8.63953605368118
"46",14.2593480515257,14.0819384172932,10.4223865546218,8.03956204101819
"47",12.9060611992357,11.9600716350585,9.16537688172043,9.93514337078217
"48",14.3879694300822,13.3501827784978,12.1329907563025,12.0912922210052
"49",15.9427506217718,15.2362910334497,10.2371470338983,8.80775155859478
"50",14.4739755708892,14.4703270448427,9.65851744791665,11.08123652637
